DealerId	VIN	Stock #	New/Used	Year	Make	Model	Model Number	Body	Transmission	Series	Body Door Ct	Odometer	Engine Cylinder Ct	Engine Displacement	Drivetrain Desc	Colour	Interior Color	Invoice	MSRP	Book Value	Price	Inventory Date	Certified	Description	Features	Photo Url List	City MPG	Highway MPG	Photos Last Modified Date	Status Code	Cost	Series Detail	Inspection Checklist #	Video Url	Video Player Url	R/W
MP6703	1N4AL3AP3EN246159	C47796	N	2014	Nissan	Altima		4D Sedan	CVT Xtronic	2.5 S	4	10	4	2.50	FWD	Storm Blue Metallic	Charcoal				24315	04/07/2014	No		Sport Value Package,6 Speakers,AM/FM radio,AM/FM/CD/MP3 Audio System,CD player,MP3 decoder,Radio data system,Air Conditioning,Rear window defroster,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Brake assist,Electronic Stability Control,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Power door mirrors,Splash Guards,Cloth Seat Trim,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Split folding rear seat,Front Center Armrest w/Storage,Passenger door bin,16" x 7.0" Steel w/Full Covers Wheels,Speed-Sensitive Wipers,Variably intermittent wipers		27	38								R
MP6703	5N1AT2MK5EC794126	T47793	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Super Black					26155	04/03/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MV5EC796842	T47752	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Gun Metallic					28125	03/31/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MV3EC812777	T47794	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Moonlight White					29530	04/04/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
MP6703	1N4AL3AP3EC161690	C46917	N	2014	Nissan	Altima		4D Sedan	CVT Xtronic	2.5 SV	4	10	4	2.50	FWD	Storm Blue Metallic					26670	04/04/2014	No		6 Speakers,CD player,MP3 decoder,Radio data system,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Brake assist,Electronic Stability Control,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Power door mirrors,Cloth Seat Trim,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Split folding rear seat,Front Center Armrest w/Storage,Passenger door bin,Alloy wheels,Speed-Sensitive Wipers,Variably intermittent wipers		27	38								R
MP6703	5N1AT2MKXEC811664	T47777	N	2014	Nissan	Rogue		4D Sport Utility	CVT Xtronic		4	10	4	2.50	AWD	Super Black					27730	04/02/2014	No		5.694 Axle Ratio,Front Bucket Seats,4-Wheel Disc Brakes,Air Conditioning,Electronic Stability Control,Spoiler,Tachometer,ABS brakes,AM/FM radio,Brake assist,Bumpers: body-color,CD player,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front reading lights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Front beverage holders,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MVXEC812050	T47780	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Cayenne Red					26790	04/02/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MV9EC811763	T47778	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Brilliant Silver					26705	04/02/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MV7EC811700	T47781	N	2014	Nissan	Rogue	22614	4D Sport Utility	CVT Xtronic	SL	4	10	4	2.50	AWD	Super Black					32930	04/02/2014	No		5.694 Axle Ratio,Heated Front Bucket Seats,Leather-Appointed Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect w/Nav,4-Wheel Disc Brakes,9 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Leather Shift Knob,Navigation System,Spoiler,Tachometer,ABS brakes,AM/FM radio,Alloy wheels,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front fog lights,Front reading lights,Fully automatic headlights,Heated door mirrors,Heated front seats,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Radio data system,Rear anti-roll bar,Rear reading lights,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Door mirrors: body-color,Front Center Armrest w/Storage		25	32								R
MP6703	5N1AT2MK3EC812008	T47779	N	2014	Nissan	Rogue	22414	4D Sport Utility	CVT Xtronic	SV	4	10	4	2.50	AWD	Super Black					27645	04/02/2014	No		5.694 Axle Ratio,17" Aluminum Alloy Wheels,Cloth Seat Trim,Radio: AM/FM/CD/RDS/AUX NissanConnect,Bluetooth® Hands-Free Phone System,4-Wheel Disc Brakes,6 Speakers,Air Conditioning,Electronic Stability Control,Front Bucket Seats,Spoiler,Tachometer,ABS brakes,AM/FM radio,Automatic temperature control,Brake assist,Bumpers: body-color,CD player,Delay-off headlights,Driver door bin,Driver vanity mirror,Dual front impact airbags,Dual front side impact airbags,Four wheel independent suspension,Front anti-roll bar,Front dual zone A/C,Front reading lights,Fully automatic headlights,Illuminated entry,Low tire pressure warning,MP3 decoder,Occupant sensing airbag,Outside temperature display,Overhead airbag,Overhead console,Panic alarm,Passenger door bin,Passenger vanity mirror,Power door mirrors,Power driver seat,Power steering,Power windows,Rear anti-roll bar,Rear seat center armrest,Rear window defroster,Rear window wiper,Remote keyless entry,Roof rack: rails only,Security system,Speed control,Speed-sensing steering,Split folding rear seat,Steering wheel mounted audio controls,Telescoping steering wheel,Tilt steering wheel,Traction control,Trip computer,Turn signal indicator mirrors,Variably intermittent wipers,Variable valve control,Front Center Armrest w/Storage		25	32								R
